SYMBOL	logFC	AveExpr	t	P.Value	adj.P.Val	B	ENTREZID
SLC43A3	0.536696848095778	10.1320908073231	4.85967640875039	1.9105295366578e-06	0.000113750660404023	4.703101529355	29015
SCAMP1	-0.365407138893876	10.7411014050748	-4.85722857934711	1.93252094256981e-06	0.000114537002591671	4.69242808292339	9522
CSNK1A1	-0.348352815834157	12.2445130555102	-4.85428731309209	1.95926880173848e-06	0.00011559685930257	4.67960909488797	1452
CEBPG	0.559406045966527	8.87887754094558	4.84821854730435	2.01559238226336e-06	0.000118384275100595	4.65318025160736	1054
ZBTB5	0.358418906092278	10.0180932763912	4.84722536000605	2.0249576584555e-06	0.00011840099959014	4.64885769292771	9925
G6PC3	-0.437894546558463	10.4755060240238	-4.84140410422155	2.08069979528072e-06	0.000119946327141348	4.62353747078934	92579
CDCA3	1.04337166269608	7.86144671820407	4.84087491300325	2.08583994919142e-06	0.000119946327141348	4.62123697217013	83461
IQCG	0.633883711735488	8.6373861025068	4.84077952346986	2.08676779230238e-06	0.000119946327141348	4.62082231773955	84223
FBXO38	-0.310017128478585	9.34490300081973	-4.8406341226422	2.08818285613053e-06	0.000119946327141348	4.62019027957561	81545
FAM171A1	0.869871091181361	9.59197906828231	4.8307381543337	2.18669977351416e-06	0.000125054290994961	4.57721166967465	221061
COG2	-0.312245590753746	10.1876658637483	-4.82852240374782	2.20936502330259e-06	0.000125270620201841	4.56759879867372	22796
BLVRA	-0.500986313054241	11.1146915757959	-4.82849008723164	2.20969726562033e-06	0.000125270620201841	4.56745862354329	644
PRDX4	0.513132253420692	11.7485306814388	4.82545696393093	2.24109603748883e-06	0.00012629854051627	4.55430578642314	10549
ANOS1	-0.653901739671129	8.87120496232994	-4.8248719342309	2.24720157985847e-06	0.00012629854051627	4.55176967066899	3730
ACTR3B	0.694699105089767	8.10431180703062	4.82116890847228	2.28622147720609e-06	0.000127940093739443	4.53572303533395	57180
SMCO4	0.66663766050445	9.63508146980613	4.81842062600113	2.31560283818826e-06	0.000129030535927934	4.52382043508702	56935
MIA	1.65866155793815	7.64321115325511	4.81576798405739	2.34430710825156e-06	0.000130074129295711	4.51233751479261	8190
RNF38	0.294587293320578	9.60325608140477	4.79541842296447	2.57622146091431e-06	0.000142336235715516	4.42442588750017	152006
CSRP2	0.840082398796652	8.93342712368708	4.79278314714119	2.60782660760373e-06	0.000142629509373323	4.41306445676107	1466
ETV6	0.454458832606466	8.40375781563265	4.79255485865235	2.61058203192896e-06	0.000142629509373323	4.41208048966381	2120
RAB17	-0.616695494788969	9.10548195063605	-4.7922434172183	2.61434563541868e-06	0.000142629509373323	4.41073818177445	64284
COCH	1.03457029555359	7.1608689715034	4.77831487837242	2.78812128292219e-06	0.000151268959343676	4.35078232320224	1690
FIS1	-0.314189287949867	11.0369026418129	-4.77771068548274	2.79590606655618e-06	0.000151268959343676	4.34818491805304	51024
SULT1A1	-0.549039388405248	10.6094535134116	-4.77559512156676	2.82332980776951e-06	0.000152121476708705	4.33909238420134	6817
CTPS1	0.491151962272118	9.33132307759524	4.77305102265977	2.85665222833561e-06	0.000152897751437004	4.32816258331577	1503
RASGRP3	1.03153709465257	5.77684694584354	4.77270681864723	2.86118961198167e-06	0.000152897751437004	4.32668421639064	25780
FBXL5	-0.478824567137923	10.3818518857279	-4.77132237250303	2.87951002457871e-06	0.000153248698818293	4.32073889481978	26234
DHTKD1	0.62138406920251	9.38587156446598	4.76601820217833	2.95075282515651e-06	0.000156001339780857	4.29797444028268	55526
MICALL1	0.545316862249068	8.75552389930612	4.76569414991452	2.95515997590855e-06	0.000156001339780857	4.29658437140626	85377
FDPS	0.500691398252795	10.637563352051	4.76094088457173	3.0205389010025e-06	0.000158809704557144	4.27620381578731	2224
PLEKHF2	-0.684534385068543	10.0190437643265	-4.7570832327353	3.07462217831929e-06	0.000161004010373917	4.25967612893097	79666
PTP4A2	-0.363039005634842	12.8722327403061	-4.75432786286457	3.11382207106397e-06	0.000162404503938412	4.24787804522234	8073
KLF11	0.427614552555648	8.62469652934014	4.74979872889067	3.17930591872629e-06	0.00016515924252698	4.22849764096642	8462
SYBU	-0.758762533973982	9.18400948729932	-4.74226495904626	3.29118304225228e-06	0.00017029260193622	4.19629516682077	55638
KLHDC3	0.322404590351768	9.92494988466667	4.73996883962907	3.32602859018974e-06	0.00017141536279638	4.18648927316605	116138
CD63	-0.381874614925066	13.4151999006463	-4.73882660234631	3.3434951868796e-06	0.000171637140715445	4.18161270242496	967
RALGAPB	-0.265755914489768	9.64740784940136	-4.73583957530861	3.38959042029884e-06	0.000173321056824614	4.16886488829882	57148
TSPAN15	-0.558989195438645	8.60238642451361	-4.73477660869514	3.40614120794301e-06	0.000173487012540504	4.16433009410516	23555
RLF	0.336556715672955	9.00892423692857	4.73091784432855	3.46688068316329e-06	0.000174958566184045	4.1478752664286	6018
GYG1	0.326676437114492	11.0070071183469	4.73070293305868	3.47029403688761e-06	0.000174958566184045	4.14695916294695	2992
ASAH1	-0.524662986709014	12.745624787517	-4.73038892624618	3.47528711110267e-06	0.000174958566184045	4.14562070827898	427
LYRM9	-0.287337826240091	8.62056687119048	-4.7284911298093	3.50561197928039e-06	0.000175169843283024	4.13753296333889	201229
SCNN1A	-1.53839830944686	9.18942398013945	-4.72844499006143	3.50635241175469e-06	0.000175169843283024	4.1373363664009	6337
SERPINA5	-1.55741674181171	7.78890925770408	-4.725334286883	3.55662085354064e-06	0.00017700297446304	4.12408574728836	5104
IMPA2	1.01145369333191	9.05166299882313	4.72005796868836	3.64347730344789e-06	0.000180636123800977	4.10162733523425	3613
MYO10	0.747461220301026	9.58971010778572	4.71705877231922	3.69375611900547e-06	0.000182435174377698	4.08887095504767	4651
PTK7	0.67475449431723	8.68115817768027	4.70977889470126	3.81859286288542e-06	0.000187563247861589	4.05793655040489	5754
PLAA	0.452319402678889	8.73415319803402	4.70866063082464	3.83812565551963e-06	0.000187563247861589	4.05318833083931	9373
IGFBP4	-1.12689507902967	9.75062357413266	-4.7085114691705	3.84073833722251e-06	0.000187563247861589	4.05255505390454	3487
HOXC6	-0.577266540237885	10.0596217156156	-4.70578420160297	3.88881168888716e-06	0.000189202297057462	4.0409792629285	3223
INPP5J	-0.954216889433244	7.12911299830612	-4.69722140098548	4.04354405397442e-06	0.000195999148400641	4.00467207485892	27124
NUP153	0.375580607821985	10.0561068786939	4.69142315394099	4.151669512142e-06	0.000200494884328961	3.9801190490263	9972
SLC2A10	-0.9754699154585	9.36561261104763	-4.69008887388628	4.17694239730093e-06	0.000200971040289324	3.9744726373357	81031
PSMG1	0.4559180978496	9.66498456335034	4.68687646765109	4.23839854862952e-06	0.000203178230424927	3.96088400955485	8624
PSAT1	0.847745194058196	8.60844937730952	4.68265844839024	4.32041650099475e-06	0.000206351321452273	3.9430537103437	29968
WFS1	-0.4394113492089	9.90584572789456	-4.67473320460376	4.47867253447378e-06	0.000213129237872276	3.90958955943221	7466
FAM234B	-0.590328687864815	9.65629274794218	-4.66963605038169	4.5833892878753e-06	0.00021731931972584	3.88809264067395	57613
TRMT11	0.562319947941498	8.30124411421429	4.66637928161555	4.65152689881174e-06	0.000219750939252197	3.87436796497913	60487
MRFAP1L1	-0.397959238156181	10.1802853948673	-4.66483747964661	4.68412336373321e-06	0.000220492001948438	3.86787336883739	114932
PDXK	0.542416205746823	10.347541884932	4.66305707014217	4.72203803550775e-06	0.000221477172463977	3.86037596816476	8566
PROM1	1.46580710703012	9.61092326703062	4.65910027348639	4.80736072337724e-06	0.000224670883412602	3.84372248156016	8842
DDX39A	0.448666922450285	10.6928384106905	4.65757949169517	4.84054743494544e-06	0.000225413921443763	3.83732499793161	10212
BTF3	-0.400042842068467	13.5732394488775	-4.65306156208467	4.94044417597037e-06	0.000229247158756148	3.81832997065247	689
U2AF1	0.43959931237809	11.4865533767687	4.65050098101421	4.99793960714678e-06	0.000230561328955536	3.80757138242553	7307
MDC1	0.378491229814454	8.90055428261564	4.6502269651034	5.00413038533757e-06	0.000230561328955536	3.8064203730879	9656
MAGED2	-0.824322047869531	10.9458179702279	-4.63692957769026	5.31358686107584e-06	0.000243957250287211	3.75063448192045	10916
LPIN1	0.594424970595892	9.74813847581293	4.63291189510349	5.41065384096173e-06	0.000247542159411579	3.73380631019839	23175
AGGF1	-0.357598848666717	8.99557288185034	-4.62631849475558	5.57365830693221e-06	0.000254108149175137	3.70621686928894	55109
TBC1D1	0.36588677293952	9.47747105570067	4.61823529823411	5.77994678711642e-06	0.000262594864659272	3.67243966094104	23216
KCNN4	0.844943872888169	8.93063170534354	4.61604800392037	5.83701858615789e-06	0.00026419132518202	3.66330836804426	3783
CBR3	0.758363156941726	9.35372306477892	4.61533993992117	5.8556095542299e-06	0.00026419132518202	3.66035321281787	874
GMDS	0.684732644885051	8.70877727649659	4.61452655059636	5.87703624993998e-06	0.000264214438579871	3.65695895667797	2762
KIF4A	0.506160553248307	8.77058953918707	4.6137845316246	5.89664864075024e-06	0.000264214438579871	3.6538629768407	24137
MYO5C	-0.461492712920121	10.8805660577721	-4.60924556606953	6.01799601360311e-06	0.000268728253497846	3.63493405445226	55930
CCNA2	0.598992836996196	8.6350923167517	4.60773610442173	6.0588804206688e-06	0.000269630518106145	3.62864267791935	890
SFXN3	-0.469950294175884	8.7868666837619	-4.60587354160381	6.1096970074768e-06	0.00027096714040983	3.62088203657553	81855
TAF11	0.408517623485279	9.18157036292517	4.5997122958935	6.28073240964595e-06	0.000277608372506351	3.59522956837642	6882
RAN	0.375836971790795	12.2031128277891	4.59515687291337	6.4101414683659e-06	0.000281698943218639	3.5762820080178	5901
KCND3	-0.61356045905173	8.14735663297619	-4.5944988573962	6.42904480263024e-06	0.000281698943218639	3.57354643464675	3752
PSME4	0.598032486599543	9.87335280056122	4.59418457776196	6.43809226774709e-06	0.000281698943218639	3.57223999651318	23198
LAMP3	1.2253035288499	7.88411960111565	4.58759017997215	6.63077940520449e-06	0.000287616481498021	3.54484532876345	27074
BLOC1S1	-0.262008431798098	10.5104674993605	-4.58751960113146	6.63287139520606e-06	0.000287616481498021	3.54455231136549	2647
PRSS23	-1.12607159725378	9.8267979767245	-4.58729579754262	6.6395092362071e-06	0.000287616481498021	3.54362318686434	11098
SIGMAR1	0.449623057387219	9.64012874342517	4.58296931355927	6.76909161444562e-06	0.000292258892585286	3.52566939895061	10280
NDRG2	0.853420519117915	10.1875684956292	4.57484159339084	7.01912855404141e-06	0.000302054182231505	3.49198099959899	57447
NFE2L3	0.56225799330232	8.05701018855442	4.56275834490291	7.40732850158829e-06	0.000317711040566479	3.44199287656812	9603
AFF1	-0.434228122070901	10.2884971535646	-4.55792851994801	7.56819962776129e-06	0.000323546737529113	3.42204395469584	4299
UGCG	-0.766581520668086	10.729358761551	-4.55481742497877	7.67359579421643e-06	0.000326980443009111	3.40920367851969	7357
CCNH	-0.311729569313731	10.0019459506769	-4.55357787203635	7.71598049118746e-06	0.00032771553623646	3.4040898413353	902
RSU1	0.5651776530496	10.2425547540578	4.5523587318758	7.7578865875814e-06	0.000328425594855435	3.39906139190998	6251
KCNMA1	-0.865351289339291	8.66540346041837	-4.55142814854552	7.79002107127487e-06	0.000328718720868457	3.39522390365634	3778
MEIS3P1	-0.588934357121491	8.47794435236735	-4.55025788651532	7.83061361915142e-06	0.000329365712839082	3.39039900455271	4213
ART3	1.07284088654233	7.69811681077891	4.54734510499929	7.9325328721934e-06	0.000332579730291092	3.37839449248025	419
TMSB15B	0.779260636452643	8.81805510785714	4.5425645738651	8.10257351077783e-06	0.000338035912429156	3.35870679341164	286527
NT5C2	0.424287090180677	9.06011925332994	4.54207309432095	8.12025234399247e-06	0.000338035912429156	3.35668374491139	22978
CEP55	0.945628321865727	8.1282097059898	4.54151295540917	8.14044608503374e-06	0.000338035912429156	3.35437830879493	55165
TUBB3	0.432904998751616	11.2724393577211	4.53926301746895	8.22204647278018e-06	0.000340340520503431	3.34512042724014	10381
NDUFB6	0.331188887151692	10.9834173899694	4.53554897364043	8.35846879992704e-06	0.000344032792485098	3.32984683509448	4712
ASF1A	0.406449832015062	9.10993705158504	4.53539920785171	8.3640152786085e-06	0.000344032792485098	3.32923116691062	25842
SPR	-0.370596707489615	9.91781913493537	-4.53330656140591	8.44188589231713e-06	0.000346143868395985	3.32063040334931	6697
KIF14	0.569139164722327	8.12500125918028	4.52867879849292	8.61657270262597e-06	0.000350748112712801	3.30162253036272	9928
PDHA1	0.367459831214073	10.6880798999626	4.52823635741516	8.63345444450851e-06	0.000350748112712801	3.29980614744273	5160
SEMA3C	-1.06937875898037	10.0834559145476	-4.52819914685897	8.63487569451715e-06	0.000350748112712801	3.29965339146591	10512
PCDHB3	0.779009644165537	5.47664219987755	4.52387252468696	8.80167130268393e-06	0.000356413018992844	3.28189924725061	56132
NRTN	1.32652146356957	3.12629161131973	4.52046141338336	8.9353502326338e-06	0.000360705980443691	3.26791223471552	4902
SCCPDH	-0.955455379029973	9.5806057687449	-4.50974616858529	9.36807421859162e-06	0.00037700715967968	3.22403463012233	51097
ELOVL5	-0.734681122093647	11.962398329051	-4.50864244689306	9.41377297502757e-06	0.000377680571758106	3.21952015390386	60481
HSPA14	0.479947156562114	9.67741406314626	4.50659073672779	9.49929186038725e-06	0.000378447807327191	3.21113073224296	51182
MAST4	-0.677441805578851	9.1321741889932	-4.50565449749274	9.53856334906515e-06	0.000378447807327191	3.20730355995642	375449
GSTP1	0.772337279108786	10.8638408400306	4.50557268622353	9.54200240043978e-06	0.000378447807327191	3.20696916342825	2950
IKBKB	-0.503886723598858	9.52480130878571	-4.50540645853993	9.54899368131342e-06	0.000378447807327191	3.20628973828386	3551
TUBB6	0.648672380819931	10.092215850449	4.50394284896864	9.61076350790882e-06	0.000378997593426286	3.20030844121973	84617
KIF15	0.566517333942183	7.98114313823129	4.50302351560457	9.64975880154951e-06	0.000378997593426286	3.19655228614805	56992
MAN2B2	-0.422872621249144	8.9463800857279	-4.50301630466341	9.65006526708544e-06	0.000378997593426286	3.19652282676192	23324
ITPR1	-0.850249696943856	8.49745183261565	-4.49970310452432	9.79186944038457e-06	0.000383411968868392	3.18299149649708	3708
GALNT10	-0.698411817872346	9.12172988158502	-4.49897368628752	9.82335596240804e-06	0.000383493228724067	3.18001366426511	55568
ANGEL2	-0.352775930389958	9.43249500940816	-4.49465238586996	1.00118949534818e-05	0.000389216784181288	3.16238065196861	90806
MPZL2	0.747835565427082	7.74821991490136	4.49424906931205	1.00296678798154e-05	0.000389216784181288	3.16073567403311	10205
ABAT	-1.22555949471928	8.39866966830952	-4.48751327169014	1.03310085119761e-05	0.0003978501855206	3.13328180540008	18
DOK1	-0.388132614257512	8.64464321063606	-4.48744612254844	1.03340558793876e-05	0.0003978501855206	3.13300829784339	1796
LANCL2	0.487089806068162	8.833039882	4.487232929241	1.03437367532357e-05	0.0003978501855206	3.13213995615223	55915
ATP7B	-0.448207860635983	8.56844429333333	-4.48654521605938	1.03750244161642e-05	0.0003978501855206	3.12933912724049	540
FBP1	-0.736079462982654	10.0602922628469	-4.48589472349338	1.04047022979158e-05	0.0003978501855206	3.12669022864424	2203
YWHAQ	0.352875829302396	13.1132806713605	4.47866903974486	1.07398921482416e-05	0.000408630163520489	3.09728864508958	10971
FNDC3B	0.514054266665728	9.7104161560102	4.47846933458694	1.07493017936596e-05	0.000408630163520489	3.09647662181234	64778
CDH3	1.4861889310973	8.25283440381633	4.4757480190728	1.08783149721499e-05	0.000412332409656578	3.085414586704	1001
RRM2	0.629730464742411	10.1866852545068	4.46751748722951	1.12776169390066e-05	0.000426228542804947	3.05199337700149	6241
SEH1L	0.394099286062913	9.56587529190815	4.46631015824521	1.13373600713407e-05	0.000427248086619107	3.04709534826541	81929
SPHK1	0.587426426917306	9.11751992785034	4.46537055153198	1.13840653081089e-05	0.000427771837326892	3.04328424192462	8877
NELFB	0.340035290652947	9.66647808709865	4.46025840828696	1.16414277018579e-05	0.00043618556265668	3.02256127098837	25920
PRPS2	0.38365291274515	9.62770482429592	4.45842564891194	1.1735047014013e-05	0.000438433461363081	3.01513688626868	5634
LSM2	0.298405666438798	9.51210737517007	4.4571294740359	1.18016925788998e-05	0.000438785417650422	3.00988777150479	57819
RABEP1	-0.500129868750094	8.85061945670068	-4.45552388737415	1.18847507331958e-05	0.000438785417650422	3.00338747390204	9135
IL13RA1	-0.425765179328261	10.5701530326327	-4.45529861173539	1.18964491659843e-05	0.000438785417650422	3.00247559724378	3597
GUSBP15	-1.48577690700639	5.69073862752041	-4.45520890303632	1.19011107609793e-05	0.000438785417650422	3.00211248317829	11042
GCNT2	0.953674551913731	6.35189446176871	4.45447966131733	1.19390699211771e-05	0.000438785417650422	2.9991609661632	2651
BUB1	0.740872978932141	8.29305377127551	4.45433951880006	1.19463780401794e-05	0.000438785417650422	2.99859380455114	699
KIFC1	0.902989257642829	8.05872703261565	4.45098276154358	1.2122713239221e-05	0.000443796228860829	2.98501353173815	3833
CCNB2	0.682182783302244	9.56769188172109	4.45013356443312	1.21677168873378e-05	0.000443796228860829	2.9815793874595	9133
TSPAN13	-0.669590078975275	12.5980702311905	-4.44980992161397	1.21849106474558e-05	0.000443796228860829	2.98027072934659	27075
MSL1	-0.379382139348345	10.5079341577687	-4.44852095832693	1.22536192665354e-05	0.000445055547677868	2.97505959484858	339287
HMGA1	0.710649322354507	9.74684181385715	4.44063983066555	1.26818771362553e-05	0.00045933054438787	2.94322566172945	3159
COX6C	-0.645771511920121	14.4716124477891	-4.4289011805355	1.33464626321071e-05	0.00048162829769528	2.89590134027014	1345
CIRBP	-0.664552463863065	11.1271817367959	-4.4284720199885	1.33713815296949e-05	0.00048162829769528	2.89417324924692	1153
PAK1IP1	0.959848205391327	7.74633753468367	4.42350752458895	1.36629033315909e-05	0.000490167930530033	2.87419343825204	55003
FBL	0.451923034706732	11.896995942517	4.42268257196478	1.37119322732328e-05	0.000490167930530033	2.8708752760782	2091
GIN1	-0.366840047671434	8.22452595643197	-4.42252622159285	1.37212435496175e-05	0.000490167930530033	2.87024645727696	54826
SRP14	-0.29602594180601	13.0648481616326	-4.41612129773533	1.41079353093186e-05	0.000502604831962308	2.84450343231177	6727
PLK1	0.664268059254469	8.29810231068707	4.41471476877971	1.41942413059541e-05	0.000503720840419776	2.83885459025006	5347
GINS1	0.632326900893191	9.2610688402619	4.41435294321655	1.42165249846213e-05	0.000503720840419776	2.83740169553698	9837
